Regional,Province,District,Sub-District,Derivation,Source,Source Type,Other Source Type,Channel,Period,Locale
ภาคกลาง,กรุงเทพมหานคร,เขตหนองจอก,ลำผักชี,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตบางแค,บางแค,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตทวีวัฒนา,ศาลาธรรมสพน์,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตบางซื่อ,วงศ์สว่าง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตประเวศ,ดอกไม้,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตคลองเตย,พระโขนงเหนือ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่ทำงาน
ภาคกลาง,กรุงเทพมหานคร,เขตประเวศ,ประเวศ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตคลองสามวา,บางชัน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ข่าว,12:01 – 18:00,สถานที่สาธารณะ
ภาคกลาง,กรุงเทพมหานคร,เขตประเวศ,ประเวศ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตบางเขน,อนุสาวรีย์,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สำนักข่าว,ไม่ระบุ,ข่าว,18:01 – 00:00,สถานที่สาธารณะ
ภาคกลาง,กรุงเทพมหานคร,เขตทุ่งครุ,บางมด,VCIS Referer มาจาก ศปก. (Incident นี้ถูก Refer มาจาก ศปก อื่น ผ่านระบบ VCIS),หน่วยงาน,การส่งต่อเคสระหว่างจังหวัด,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่สาธารณะ
ภาคกลาง,กรุงเทพมหานคร,เขตดุสิต,ดุสิต,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตมีนบุรี,มีนบุรี,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตทุ่งครุ,บางมด,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตวังทองหลาง,วังทองหลาง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตสวนหลวง,สวนหลวง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตภาษีเจริญ,บางหว้า,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตดอนเมือง,สีกัน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตสาทร,ยานนาวา,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตสะพานสูง,สะพานสูง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตจตุจักร,จตุจักร,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตตลิ่งชัน,ตลิ่งชัน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่สาธารณะ
ภาคกลาง,กรุงเทพมหานคร,เขตสายไหม,คลองถนน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตจอมทอง,บางค้อ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,อื่นๆ (ระบุ),ศาลอาญาธนบุรี,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตสวนหลวง,อ่อนนุช,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตลาดพร้าว,ลาดพร้าว,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตพระนคร,บ้านพานถม,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่สาธารณะ
ภาคกลาง,กรุงเทพมหานคร,เขตบางพลัด,บางพลัด,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่สาธารณะ
ภาคกลาง,กรุงเทพมหานคร,เขตจอมทอง,บางขุนเทียน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,บางปะกอก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตคลองสาน,คลองต้นไทร,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตบางขุนเทียน,แสมดำ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตประเวศ,ประเวศ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สำนักข่าว,ไม่ระบุ,ข่าว,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตลาดกระบัง,ลำปลาทิว,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตตลิ่งชัน,ฉิมพลี,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตหนองแขม,หนองค้างพลู,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตวังทองหลาง,วังทองหลาง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตหนองแขม,หนองแขม,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตลาดกระบัง,คลองสามประเวศ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตภาษีเจริญ,บางหว้า,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตคลองสามวา,บางชัน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตบางแค,บางแค,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,อื่นๆ (ระบุ),ศาลอาญาธนบุรี,หนังสือราชการหรือหนังสือจากหน่วยงาน,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตภาษีเจริญ,ปากคลองภาษีเจริญ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สำนักข่าว,ไม่ระบุ,ข่าว,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตบางแค,บางแค,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตคลองเตย,คลองเตย,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สำนักข่าว,ไม่ระบุ,ข่าว,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตลาดกระบัง,คลองสองต้นนุ่น,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตคลองสามวา,บางชัน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตบางขุนเทียน,แสมดำ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตคลองเตย,คลองเตย,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สำนักข่าว,ไม่ระบุ,ข่าว,06:01 – 12:00,สถานที่สาธารณะ
ภาคกลาง,กรุงเทพมหานคร,เขตหลักสี่,ตลาดบางเขน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตวัฒนา,คลองตันเหนือ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตบางแค,หลักสอง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตประเวศ,ประเวศ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตบางกอกน้อย,บางขุนนนท์,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,อื่นๆ (ระบุ),ศูนย์พัฒนาการจัดสวัสดิสังคมผู้สูงอายุบ้านบางแค,โทรศัพท์,12:01 – 18:00,สถานที่สาธารณะ
ภาคกลาง,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,บางปะกอก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตตลิ่งชัน,ฉิมพลี,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตคลองเตย,คลองเตย,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตสายไหม,คลองถนน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตยานนาวา,ช่องนนทรี,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตลาดพร้าว,ลาดพร้าว,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตบางบอน,บางบอน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตพระนคร,บ้านพานถม,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตคลองเตย,คลองเตย,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตจอมทอง,บางค้อ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตมีนบุรี,แสนแสบ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตบางขุนเทียน,ท่าข้าม,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สำนักข่าว,ไม่ระบุ,ข่าว,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตภาษีเจริญ,บางด้วน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่ทำงาน
ภาคกลาง,กรุงเทพมหานคร,เขตลาดพร้าว,ลาดพร้าว,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่สาธารณะ
ภาคกลาง,กรุงเทพมหานคร,เขตทุ่งครุ,ทุ่งครุ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศาลเยาวชนและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตมีนบุรี,แสนแสบ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตห้วยขวาง,บางกะปิ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ข่าว,18:01 – 00:00,สถานที่ทำงาน
ภาคกลาง,กรุงเทพมหานคร,เขตห้วยขวาง,บางกะปิ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตคลองสามวา,สามวาตะวันตก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตบางเขน,อนุสาวรีย์,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ข่าว,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตบางกอกใหญ่,วัดท่าพระ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตวัฒนา,พระโขนงเหนือ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตหนองแขม,หนองค้างพลู,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตบางคอแหลม,บางโคล่,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตคลองสาน,คลองต้นไทร,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตหนองจอก,กระทุ่มราย,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตหนองจอก,หนองจอก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ข่าว,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตหนองจอก,หนองจอก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตบางคอแหลม,บางโคล่,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สำนักข่าว,ไม่ระบุ,ข่าว,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตลาดกระบัง,คลองสองต้นนุ่น,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้รับทราบเหตุการณ์และนำมาแจ้งต่อ,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตวังทองหลาง,พลับพลา,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตบางกอกน้อย,บางขุนนนท์,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตสวนหลวง,สวนหลวง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,ราษฎร์บูรณะ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตตลิ่งชัน,ตลิ่งชัน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,การส่งต่อเคสระหว่างจังหวัด,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตทุ่งครุ,บางมด,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,การส่งต่อเคสระหว่างจังหวัด,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่สาธารณะ
ภาคกลาง,กรุงเทพมหานคร,เขตบางขุนเทียน,แสมดำ,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,ระบบ,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,กรุงเทพมหานคร,เขตพระนคร,ตลาดยอด,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่สาธารณะ
ภาคกลาง,กรุงเทพมหานคร,เขตคลองสาน,บางลำภูล่าง,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,Walk in,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กาญจนบุรี,ศรีสวัสดิ์,ด่านแม่แฉลบ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,กาญจนบุรี,หนองปรือ,หนองปรือ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กาญจนบุรี,เมืองกาญจนบุรี,วังด้ง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศาลเยาวชนและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กาญจนบุรี,บ่อพลอย,หนองกุ่ม,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สถานีตำรวจ,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กาญจนบุรี,บ่อพลอย,บ่อพลอย,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สถานีตำรวจ,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,กาญจนบุรี,ท่าม่วง,วังศาลา,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สำนักข่าว,ไม่ระบุ,ข่าว,18:01 – 00:00,สถานที่ทำงาน
ภาคกลาง,กาญจนบุรี,ท่ามะกา,ดอนขมิ้น,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,กาญจนบุรี,ไทรโยค,สิงห์,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้พบเห็นโดยตรง,ไม่ระบุ,Walk in,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,กาญจนบุรี,ท่ามะกา,ท่ามะกา,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศูนย์ดำรงธรรม,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,จันทบุรี,ท่าใหม่,ทุ่งเบญจา,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,อื่นๆ (ระบุ),อปท.,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
