Regional,Province,District,Sub-District,Derivation,Source,Source Type,Other Source Type,Channel,Period,Locale
ภาคกลาง,พระนครศรีอยุธยา,บางปะอิน,วัดยม,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,อื่นๆ (ระบุ),องค์การบริหารส่วนตำบล และโรงเรียน,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,พระนครศรีอยุธยา,มหาราช,บ้านขวาง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,พระนครศรีอยุธยา,บางบาล,บ้านกุ่ม,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,อื่นๆ (ระบุ),บ้านวาสนะเวศม์,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,พระนครศรีอยุธยา,บางปะอิน,บ้านเลน,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้รับทราบเหตุการณ์และนำมาแจ้งต่อ,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,พระนครศรีอยุธยา,เมืองพระนครศรีอยุธยา,ไผ่ลิง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,พระนครศรีอยุธยา,เมืองพระนครศรีอยุธยา,ท่าวาสุกรี,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,พระนครศรีอยุธยา,เมืองพระนครศรีอยุธยา,เกาะเรียน,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้รับทราบเหตุการณ์และนำมาแจ้งต่อ,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,พระนครศรีอยุธยา,เมืองพระนครศรีอยุธยา,สวนพริก,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้พบเห็นโดยตรง,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,พระนครศรีอยุธยา,บางปะอิน,ตลาดเกรียบ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,พระนครศรีอยุธยา,นครหลวง,นครหลวง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สถานีตำรวจ,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,พระนครศรีอยุธยา,ท่าเรือ,ท่าเจ้าสนุก,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,ระบบ,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,พระนครศรีอยุธยา,นครหลวง,บ่อโพง,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,ระบบ,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,พระนครศรีอยุธยา,วังน้อย,สนับทึบ,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,พระนครศรีอยุธยา,บางปะอิน,บ้านสร้าง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,พระนครศรีอยุธยา,ท่าเรือ,จำปา,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,พระนครศรีอยุธยา,นครหลวง,นครหลวง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ระยอง,บ้านค่าย,หนองบัว,VCIS Referer มาจาก ศปก. (Incident นี้ถูก Refer มาจาก ศปก อื่น ผ่านระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,ระยอง,เมืองระยอง,เชิงเนิน,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,พนักงานเจ้าหน้าที่,ไม่ระบุ,ระบบ,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,ระยอง,บ้านค่าย,หนองบัว,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,ระบบ,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,ระยอง,บ้านค่าย,หนองบัว,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้รับทราบเหตุการณ์และนำมาแจ้งต่อ,ไม่ระบุ,ข่าว,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ระยอง,เมืองระยอง,ทับมา,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,ระบบ,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,ระยอง,เมืองระยอง,เชิงเนิน,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,ข่าว,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,ระยอง,แกลง,วังหว้า,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้พบเห็นโดยตรง,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ระยอง,เมืองระยอง,เนินพระ,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,ระยอง,เมืองระยอง,ปากน้ำ,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้รับทราบเหตุการณ์และนำมาแจ้งต่อ,ไม่ระบุ,ข่าว,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,ระยอง,เมืองระยอง,เชิงเนิน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,ระยอง,เมืองระยอง,เนินพระ,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,ระยอง,เมืองระยอง,ตะพง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สำนักข่าว,ไม่ระบุ,ข่าว,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,เมืองราชบุรี,เจดีย์หัก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,วัดเพลง,เกาะศาลพระ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,โพธาราม,เตาปูน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",06:01 – 12:00,สถานที่สาธารณะ
ภาคกลาง,ราชบุรี,บ้านโป่ง,หนองกบ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,อื่นๆ (ระบุ),มูลนิธิปวีณาเพื่อเด็กและสตรี,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่สาธารณะ
ภาคกลาง,ราชบุรี,เมืองราชบุรี,หน้าเมือง,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้รับทราบเหตุการณ์และนำมาแจ้งต่อ,ไม่ระบุ,Walk in,12:01 – 18:00,สถานที่สาธารณะ
ภาคกลาง,ราชบุรี,เมืองราชบุรี,พิกุลทอง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,โพธาราม,หนองโพ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,บางแพ,ดอนใหญ่,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,โพธาราม,เจ็ดเสมียน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศูนย์พัฒนาครอบครัวในชุมชน,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,วัดเพลง,วัดเพลง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,18:01 – 00:00,สถานที่สาธารณะ
ภาคกลาง,ราชบุรี,เมืองราชบุรี,หน้าเมือง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,18:01 – 00:00,สถานที่สาธารณะ
ภาคกลาง,ราชบุรี,บ้านโป่ง,ลาดบัวขาว,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่สาธารณะ
ภาคกลาง,ราชบุรี,เมืองราชบุรี,เกาะพลับพลา,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,โพธาราม,บ้านเลือก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,การส่งต่อเคสระหว่างจังหวัด,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,บ้านโป่ง,ปากแรต,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,NGO. (ตามกฎหมาย),ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,จอมบึง,จอมบึง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,เมืองราชบุรี,พิกุลทอง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สถานีตำรวจ,ไม่ระบุ,โทรศัพท์,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,ปากท่อ,ห้วยยางโทน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,จอมบึง,ด่านทับตะโก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,จอมบึง,ปากช่อง,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้พบเห็นโดยตรง,ไม่ระบุ,Walk in,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,เมืองราชบุรี,ดอนตะโก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,โพธาราม,หนองกวาง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,การส่งต่อเคสระหว่างจังหวัด,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,บ้านโป่ง,เขาขลุง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,การส่งต่อเคสระหว่างจังหวัด,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",18:01 – 00:00,สถานที่สาธารณะ
ภาคกลาง,ราชบุรี,บ้านคา,บ้านคา,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สถานีตำรวจ,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,โพธาราม,โพธาราม,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,เมืองราชบุรี,หนองกลางนา,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,โพธาราม,เตาปูน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศูนย์พัฒนาครอบครัวในชุมชน,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,ดำเนินสะดวก,แพงพวย,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานศึกษา
ภาคกลาง,ราชบุรี,โพธาราม,ชำแระ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,อื่นๆ (ระบุ),อำเภอโพธาราม,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,เมืองราชบุรี,ดอนตะโก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,ดำเนินสะดวก,ดำเนินสะดวก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สถานีตำรวจ,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่สาธารณะ
ภาคกลาง,ราชบุรี,เมืองราชบุรี,เกาะพลับพลา,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่สาธารณะ
ภาคกลาง,ราชบุรี,เมืองราชบุรี,เกาะพลับพลา,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,โพธาราม,เขาชะงุ้ม,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,อื่นๆ (ระบุ),อำเภอโพธาราม,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,บางแพ,วังเย็น,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,อื่นๆ (ระบุ),ระบบ Ess Help Me,"Electronic (เช่น ไลน์, email, social media)",18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,ปากท่อ,ดอนทราย,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,จอมบึง,เบิกไพร,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,เมืองราชบุรี,น้ำพุ,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,อาสาสมัครพัฒนาสังคมฯ,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,วัดเพลง,วัดเพลง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,เมืองราชบุรี,สามเรือน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศาลเยาวชนและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,โพธาราม,คลองตาคต,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,จอมบึง,จอมบึง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,เมืองราชบุรี,ดอนตะโก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,โพธาราม,บ้านสิงห์,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,บ้านโป่ง,เขาขลุง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,ราชบุรี,จอมบึง,จอมบึง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ลพบุรี,ชัยบาดาล,บ้านใหม่สามัคคี,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สำนักข่าว,ไม่ระบุ,ข่าว,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ลพบุรี,ชัยบาดาล,บัวชุม,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,การส่งต่อเคสระหว่างจังหวัด,ไม่ระบุ,ข่าว,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ลพบุรี,เมืองลพบุรี,ท่าหิน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",00:01 – 06:00,สถานที่สาธารณะ
ภาคกลาง,ลพบุรี,ชัยบาดาล,ท่ามะนาว,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ลพบุรี,เมืองลพบุรี,ทะเลชุบศร,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ลพบุรี,เมืองลพบุรี,โคกกะเทียม,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,สมุทรปราการ,เมืองสมุทรปราการ,สำโรงเหนือ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,สมุทรปราการ,พระประแดง,บางกระสอบ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,สมุทรปราการ,พระสมุทรเจดีย์,บ้านคลองสวน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,สมุทรปราการ,พระประแดง,สำโรงใต้,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สถานีตำรวจ,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,สมุทรปราการ,เมืองสมุทรปราการ,ท้ายบ้านใหม่,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,สมุทรปราการ,บางเสาธง,บางเสาธง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ข่าว,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,สมุทรปราการ,พระประแดง,บางกอบัว,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,สมุทรปราการ,เมืองสมุทรปราการ,บางปู,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,สมุทรปราการ,พระสมุทรเจดีย์,ในคลองบางปลากด,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้รับทราบเหตุการณ์และนำมาแจ้งต่อ,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,สมุทรสงคราม,เมืองสมุทรสงคราม,ลาดใหญ่,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สถานีตำรวจ,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,สมุทรสาคร,เมืองสมุทรสาคร,บางหญ้าแพรก,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,Walk in,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,สมุทรสาคร,เมืองสมุทรสาคร,นาดี,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,Walk in,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,สมุทรสาคร,เมืองสมุทรสาคร,โกรกกราก,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,Walk in,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,สมุทรสาคร,กระทุ่มแบน,อ้อมน้อย,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สถานีตำรวจ,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,สมุทรสาคร,กระทุ่มแบน,ดอนไก่ดี,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,สมุทรสาคร,เมืองสมุทรสาคร,ท่าจีน,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,Walk in,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,สระบุรี,พระพุทธบาท,พุคำจาน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานศึกษา
ภาคกลาง,สระบุรี,เฉลิมพระเกียรติ,หน้าพระลาน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,06:01 – 12:00,สถานที่ทำงาน
ภาคกลาง,สระบุรี,พระพุทธบาท,หนองแก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานศึกษา
ภาคกลาง,สระบุรี,มวกเหล็ก,มิตรภาพ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่สาธารณะ
