Regional,Province,District,Sub-District,Gender,Age,Age Range,Relation,Mariage Registration,Alcohol,Drug,Authoritative,Rage,Jealous,Divorce,Health Problem,Mental Problem,Gambling Addict,Economics Stress,Relation Type,Relation Type Group
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,หนองบัวระเหว,โสกปลาดุก,หญิง,55.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,เนินสง่า,ตาเนิน,หญิง,34.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,เกษตรสมบูรณ์,บ้านเดื่อ,หญิง,21.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,เมืองชัยภูมิ,ในเมือง,ชาย,89.0,วัยสูงอายุ 60 ปีขึ้นไป,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ลูกเลี้ยง,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,บ้านเขว้า,บ้านเขว้า,หญิง,16.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,มารดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,บ้านเขว้า,ภูแลนคา,หญิง,36.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,จัตุรัส,หนองบัวบาน,หญิง,50.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,เมืองชัยภูมิ,ในเมือง,หญิง,34.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,เมืองชัยภูมิ,บ้านเล่า,หญิง,72.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,นครพนม,เมืองนครพนม,ในเมือง,หญิง,12.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,มารดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,นครพนม,เมืองนครพนม,นาราชควาย,ชาย,7.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,พ่อเลี้ยง,พ่อเลี้ยง/แม่เลี้ยง
ภาคตะวันออกเฉียงเหนือ,นครพนม,ปลาปาก,ปลาปาก,ชาย,7.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,นครพนม,เมืองนครพนม,ท่าค้อ,หญิง,3.0,วัยเด็กเล็กแรกเกิด - 6 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,โนนไทย,ด่านจาก,หญิง,47.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,จักราช,คลองเมือง,ชาย,78.0,วัยสูงอายุ 60 ปีขึ้นไป,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ปากช่อง,ปากช่อง,หญิง,50.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,สีคิ้ว,หนองหญ้าขาว,หญิง,18.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ใช่,ใช่,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,เมืองนครราชสีมา,โพธิ์กลาง,หญิง,43.0,วัยกลางคน 36 - 59 ปี,แยกกันอยู่,ยังไม่ได้จดทะเบียนหย่า,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ลูกเขย,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ครบุรี,เฉลียง,หญิง,13.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ใช่,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,มารดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,สีคิ้ว,มิตรภาพ,หญิง,61.0,วัยสูงอายุ 60 ปีขึ้นไป,แยกกันอยู่,ยังไม่ได้จดทะเบียนหย่า,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,เมืองนครราชสีมา,บ้านโพธิ์,หญิง,65.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ปักธงชัย,เมืองปัก,หญิง,82.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,หลาน,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,โชคชัย,กระโทก,หญิง,23.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ตา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ปักธงชัย,ตะคุ,หญิง,31.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,อื่นๆ อดีตสามี,คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,สีคิ้ว,หนองน้ำใส,ชาย,5.0,วัยเด็กเล็กแรกเกิด - 6 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ลุง,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ห้วยแถลง,หินดาด,หญิง,24.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,อดีตสามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,สูงเนิน,สูงเนิน,หญิง,29.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,"คู่ชีวิต,อดีตสามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,โซ่พิสัย,ศรีชมภู,ชาย,33.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,ภรรยา",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,เมืองบึงกาฬ,วิศิษฐ์,หญิง,34.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ใช่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ปากคาด,ปากคาด,ชาย,2.0,วัยเด็กเล็กแรกเกิด - 6 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,มารดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,โซ่พิสัย,หนองพันทา,หญิง,48.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,ภรรยา",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,โซ่พิสัย,ถ้ำเจริญ,หญิง,9.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ใช่,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,เมืองบึงกาฬ,โคกก่อง,ชาย,32.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,นางรอง,บ้านสิงห์,หญิง,15.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กุดรัง,ห้วยเตย,หญิง,42.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,อื่นๆ สามี,คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,กุดรัง,ห้วยเตย,หญิง,6.0,วัยเด็กเล็กแรกเกิด - 6 ปี,โสด,ไม่ระบุ,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,อื่นๆ บิดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,นาเชือก,หนองเรือ,หญิง,39.0,วัยกลางคน 36 - 59 ปี,แยกกันอยู่,ยังไม่ได้จดทะเบียนหย่า,ใช่,ไม่,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,นาเชือก,หนองเรือ,ชาย,73.0,วัยสูงอายุ 60 ปีขึ้นไป,สมรส,จดทะเบียนสมรสแล้ว,ใช่,ไม่,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ลูกเขย,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,นาเชือก,หนองเรือ,หญิง,72.0,วัยสูงอายุ 60 ปีขึ้นไป,สมรส,จดทะเบียนสมรสแล้ว,ใช่,ไม่,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ลูกเขย,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,บรบือ,หนองจิก,หญิง,80.0,วัยสูงอายุ 60 ปีขึ้นไป,โสด,ไม่ระบุ,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,หญิง,32.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,นิคมคำสร้อย,นิคมคำสร้อย,หญิง,42.0,วัยกลางคน 36 - 59 ปี,แยกกันอยู่,ยังไม่ได้จดทะเบียนหย่า,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,นิคมคำสร้อย,นิคมคำสร้อย,ชาย,10.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ตา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,ชาย,58.0,วัยกลางคน 36 - 59 ปี,แยกกันอยู่,ยังไม่ได้จดทะเบียนหย่า,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,บุตรบุญธรรม,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,เมืองมุกดาหาร,นาสีนวน,หญิง,48.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,นิคมคำสร้อย,นิคมคำสร้อย,ชาย,75.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,เมืองมุกดาหาร,โพนทราย,หญิง,50.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ดอนตาล,ป่าไร่,หญิง,9.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ใช่,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,ชาย,13.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ตา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,นิคมคำสร้อย,หนองแวง,หญิง,80.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,หญิง,13.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,หญิง,70.0,วัยสูงอายุ 60 ปีขึ้นไป,สมรส,จดทะเบียนสมรสแล้ว,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,คำชะอี,คำชะอี,ชาย,7.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,ยโสธร,คำเขื่อนแก้ว,สงเปือย,หญิง,17.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ใช่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,ยโสธร,เลิงนกทา,สามแยก,หญิง,14.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ใช่,ใช่,ใช่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,ยโสธร,ทรายมูล,ทรายมูล,หญิง,42.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ใช่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ใช่,ไม่,ใช่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,ยโสธร,เลิงนกทา,สวาท,หญิง,21.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ใช่,ไม่,ใช่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,ยโสธร,เมืองยโสธร,เดิด,ชาย,3.0,วัยเด็กเล็กแรกเกิด - 6 ปี,โสด,ไม่ระบุ,ใช่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ลูกเลี้ยง,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,เสลภูมิ,พรสวรรค์,หญิง,45.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ใช่,ใช่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,เมืองร้อยเอ็ด,หนองแวง,หญิง,33.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ใช่,ไม่,"คู่ชีวิต,ภรรยา",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,เมืองร้อยเอ็ด,หนองแวง,หญิง,19.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ไม่,ใช่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,เมืองร้อยเอ็ด,ในเมือง,หญิง,60.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,เมืองร้อยเอ็ด,หนองแวง,หญิง,47.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ธวัชบุรี,เมืองน้อย,หญิง,46.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,เมืองร้อยเอ็ด,ในเมือง,หญิง,42.0,วัยกลางคน 36 - 59 ปี,แยกกันอยู่,จดทะเบียนหย่า,ไม่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,อดีตสามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ธวัชบุรี,เมืองน้อย,หญิง,46.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,เสลภูมิ,ขวาว,หญิง,72.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,เมืองร้อยเอ็ด,ในเมือง,หญิง,28.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ใช่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,สุวรรณภูมิ,สระคู,หญิง,48.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,อื่นๆ เพื่อนบ้าน,อื่น ๆ
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,เมืองศรีสะเกษ,หนองครก,หญิง,52.0,วัยกลางคน 36 - 59 ปี,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,มารดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,บึงบูรพ์,เป๊าะ,หญิง,15.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ลุง,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,เมืองศรีสะเกษ,จาน,หญิง,63.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ภูสิงห์,ไพรพัฒนา,หญิง,33.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคตะวันออกเฉียงเหนือ,สกลนคร,สว่างแดนดิน,สว่างแดนดิน,หญิง,35.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,สกลนคร,เมืองสกลนคร,ห้วยยาง,หญิง,60.0,วัยสูงอายุ 60 ปีขึ้นไป,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคตะวันออกเฉียงเหนือ,สกลนคร,ภูพาน,โคกภู,หญิง,33.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,แยกกันอยู่,ยังไม่ได้จดทะเบียนหย่า,ใช่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,สกลนคร,บ้านม่วง,หนองกวั่ง,ชาย,26.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคตะวันออกเฉียงเหนือ,สกลนคร,เมืองสกลนคร,ห้วยยาง,หญิง,40.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ไม่,ใช่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
