Regional,Province,District,Sub-District,Gender,Age,Age Range,Relation,Mariage Registration,Alcohol,Drug,Authoritative,Rage,Jealous,Divorce,Health Problem,Mental Problem,Gambling Addict,Economics Stress,Relation Type,Relation Type Group
ภาคกลาง,ตราด,เมืองตราด,หนองโสน,หญิง,84.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ย่า,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ตราด,บ่อไร่,หนองบอน,ชาย,62.0,วัยสูงอายุ 60 ปีขึ้นไป,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,บุตร,บุตร/หลาน
ภาคกลาง,ตราด,เขาสมิง,แสนตุ้ง,หญิง,9.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,พ่อเลี้ยง,พ่อเลี้ยง/แม่เลี้ยง
ภาคกลาง,ตราด,เมืองตราด,วังกระแจะ,หญิง,27.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,นครนายก,เมืองนครนายก,หินตั้ง,หญิง,77.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,นครนายก,ปากพลี,ปากพลี,หญิง,11.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,พ่อเลี้ยง,พ่อเลี้ยง/แม่เลี้ยง
ภาคกลาง,นครนายก,ปากพลี,ปากพลี,หญิง,9.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,พ่อเลี้ยง,พ่อเลี้ยง/แม่เลี้ยง
ภาคกลาง,นครนายก,บ้านนา,ศรีกะอาง,หญิง,13.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,พ่อเลี้ยง,พ่อเลี้ยง/แม่เลี้ยง
ภาคกลาง,นครนายก,องครักษ์,องครักษ์,ชาย,5.0,วัยเด็กเล็กแรกเกิด - 6 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,มารดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,นครนายก,บ้านนา,ทองหลาง,หญิง,34.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,ภรรยา",คู่สมรส/คู่รัก
ภาคกลาง,นนทบุรี,ไทรน้อย,ไทรน้อย,หญิง,27.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,นนทบุรี,บางใหญ่,บางแม่นาง,หญิง,15.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ยาย,ผู้ปกครอง/เครือญาติ
ภาคกลาง,นนทบุรี,บางบัวทอง,บางคูรัด,หญิง,45.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,นนทบุรี,เมืองนนทบุรี,บางศรีเมือง,หญิง,13.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,มารดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,นนทบุรี,ปากเกร็ด,บางพูด,หญิง,13.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,นนทบุรี,บางใหญ่,บางแม่นาง,ชาย,16.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,มารดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,นนทบุรี,ปากเกร็ด,คลองเกลือ,หญิง,17.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,มารดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,นนทบุรี,เมืองนนทบุรี,บางกระสอ,หญิง,29.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,อื่นๆ อดีตสามี,คู่สมรส/คู่รัก
ภาคกลาง,นนทบุรี,เมืองนนทบุรี,ไทรม้า,หญิง,79.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,อื่นๆ ไม่มี,อื่น ๆ
ภาคกลาง,นนทบุรี,เมืองนนทบุรี,บางศรีเมือง,ชาย,59.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,"คู่ชีวิต,ภรรยา",คู่สมรส/คู่รัก
ภาคกลาง,นนทบุรี,เมืองนนทบุรี,บางเขน,ชาย,9.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ปทุมธานี,เมืองปทุมธานี,บางปรอก,หญิง,33.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ใช่,"คู่ชีวิต,ภรรยา",คู่สมรส/คู่รัก
ภาคกลาง,ปทุมธานี,ธัญบุรี,ประชาธิปัตย์,หญิง,42.0,วัยกลางคน 36 - 59 ปี,แยกกันอยู่,ยังไม่ได้จดทะเบียนหย่า,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,มารดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ประจวบคีรีขันธ์,กุยบุรี,ดอนยายหนู,หญิง,25.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ประจวบคีรีขันธ์,สามร้อยยอด,ไร่เก่า,หญิง,32.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ปราจีนบุรี,ศรีมหาโพธิ,ท่าตูม,หญิง,38.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ใช่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,ภรรยา",คู่สมรส/คู่รัก
ภาคกลาง,พระนครศรีอยุธยา,อุทัย,คานหาม,หญิง,52.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,พี่น้อง/ลูกพี่ลูกน้อง,บุตร/หลาน
ภาคกลาง,พระนครศรีอยุธยา,บางปะอิน,วัดยม,หญิง,12.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,พระนครศรีอยุธยา,มหาราช,บ้านขวาง,หญิง,58.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,ภรรยา",คู่สมรส/คู่รัก
ภาคกลาง,พระนครศรีอยุธยา,บางบาล,บ้านกุ่ม,หญิง,73.0,วัยสูงอายุ 60 ปีขึ้นไป,โสด,ไม่ระบุ,ใช่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,หลาน,บุตร/หลาน
ภาคกลาง,พระนครศรีอยุธยา,บางปะอิน,บ้านเลน,ชาย,67.0,วัยสูงอายุ 60 ปีขึ้นไป,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,พี่น้อง/ลูกพี่ลูกน้อง,บุตร/หลาน
ภาคกลาง,พระนครศรีอยุธยา,เมืองพระนครศรีอยุธยา,ไผ่ลิง,ชาย,66.0,วัยสูงอายุ 60 ปีขึ้นไป,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ลูกเลี้ยง,บุตร/หลาน
ภาคกลาง,พระนครศรีอยุธยา,บางปะอิน,ตลาดเกรียบ,หญิง,10.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,บุตร,บุตร/หลาน
ภาคกลาง,พระนครศรีอยุธยา,นครหลวง,บ่อโพง,หญิง,62.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ใช่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,อื่นๆ แฟนใหม่,คู่สมรส/คู่รัก
ภาคกลาง,พระนครศรีอยุธยา,วังน้อย,สนับทึบ,หญิง,28.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,ระยอง,บ้านค่าย,หนองบัว,หญิง,34.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,อดีตสามี",คู่สมรส/คู่รัก
ภาคกลาง,ระยอง,เมืองระยอง,เชิงเนิน,หญิง,55.0,วัยกลางคน 36 - 59 ปี,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,ระยอง,บ้านค่าย,หนองบัว,ชาย,64.0,วัยสูงอายุ 60 ปีขึ้นไป,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,ระยอง,เมืองระยอง,เชิงเนิน,หญิง,53.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ลูกเขย,บุตร/หลาน
ภาคกลาง,ระยอง,แกลง,วังหว้า,หญิง,43.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ระยอง,เมืองระยอง,เนินพระ,หญิง,32.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,แยกกันอยู่,ยังไม่ได้จดทะเบียนหย่า,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ระยอง,เมืองระยอง,ปากน้ำ,ชาย,59.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,ระยอง,เมืองระยอง,เชิงเนิน,หญิง,73.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ไม่,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,หลาน,บุตร/หลาน
ภาคกลาง,ระยอง,เมืองระยอง,เนินพระ,หญิง,60.0,วัยสูงอายุ 60 ปีขึ้นไป,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ยาย,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ระยอง,เมืองระยอง,ตะพง,หญิง,82.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ไม่,ใช่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ย่า,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ราชบุรี,เมืองราชบุรี,เจดีย์หัก,ชาย,43.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ใช่,หลาน,บุตร/หลาน
ภาคกลาง,ราชบุรี,วัดเพลง,เกาะศาลพระ,หญิง,40.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,"คู่ชีวิต,ภรรยา",คู่สมรส/คู่รัก
ภาคกลาง,ราชบุรี,โพธาราม,เตาปูน,หญิง,32.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,ภรรยา",คู่สมรส/คู่รัก
ภาคกลาง,ราชบุรี,บ้านโป่ง,หนองกบ,หญิง,27.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,ภรรยา",คู่สมรส/คู่รัก
ภาคกลาง,ราชบุรี,เมืองราชบุรี,หน้าเมือง,ชาย,12.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,ราชบุรี,เมืองราชบุรี,พิกุลทอง,ไม่ระบุเพศ,17.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,ราชบุรี,โพธาราม,หนองโพ,หญิง,17.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,ราชบุรี,โพธาราม,หนองโพ,หญิง,15.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,ราชบุรี,บางแพ,ดอนใหญ่,ชาย,15.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,ราชบุรี,โพธาราม,เจ็ดเสมียน,หญิง,17.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ใช่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,ราชบุรี,วัดเพลง,วัดเพลง,หญิง,11.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,มารดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ราชบุรี,เมืองราชบุรี,หน้าเมือง,หญิง,8.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ย่า,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ราชบุรี,บ้านโป่ง,ลาดบัวขาว,ชาย,8.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ราชบุรี,บ้านโป่ง,ลาดบัวขาว,ชาย,9.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ราชบุรี,เมืองราชบุรี,เกาะพลับพลา,หญิง,58.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ราชบุรี,โพธาราม,บ้านเลือก,หญิง,31.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,แยกกันอยู่,ยังไม่ได้จดทะเบียนหย่า,ไม่,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ราชบุรี,บ้านโป่ง,ปากแรต,หญิง,13.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,ราชบุรี,จอมบึง,จอมบึง,หญิง,13.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,ราชบุรี,เมืองราชบุรี,พิกุลทอง,หญิง,24.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ราชบุรี,ปากท่อ,ห้วยยางโทน,หญิง,19.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ราชบุรี,จอมบึง,ด่านทับตะโก,หญิง,29.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ราชบุรี,จอมบึง,ปากช่อง,หญิง,11.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,พ่อเลี้ยง,พ่อเลี้ยง/แม่เลี้ยง
ภาคกลาง,ราชบุรี,เมืองราชบุรี,ดอนตะโก,หญิง,39.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ราชบุรี,โพธาราม,หนองกวาง,หญิง,25.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ราชบุรี,บ้านโป่ง,เขาขลุง,หญิง,65.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,ราชบุรี,บ้านคา,บ้านคา,ชาย,30.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,หลาน,บุตร/หลาน
ภาคกลาง,ราชบุรี,โพธาราม,โพธาราม,หญิง,48.0,วัยกลางคน 36 - 59 ปี,แยกกันอยู่,ยังไม่ได้จดทะเบียนหย่า,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,หลาน,บุตร/หลาน
ภาคกลาง,ราชบุรี,เมืองราชบุรี,หนองกลางนา,หญิง,5.0,วัยเด็กเล็กแรกเกิด - 6 ปี,โสด,ไม่ระบุ,ใช่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ราชบุรี,โพธาราม,เตาปูน,หญิง,18.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,แม่เลี้ยง,พ่อเลี้ยง/แม่เลี้ยง
ภาคกลาง,ราชบุรี,ดำเนินสะดวก,แพงพวย,ชาย,34.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,ภรรยา",คู่สมรส/คู่รัก
ภาคกลาง,ราชบุรี,โพธาราม,ชำแระ,หญิง,9.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ตา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ราชบุรี,เมืองราชบุรี,ดอนตะโก,หญิง,43.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ราชบุรี,ดำเนินสะดวก,ดำเนินสะดวก,หญิง,68.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,มารดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ราชบุรี,เมืองราชบุรี,เกาะพลับพลา,ชาย,63.0,วัยสูงอายุ 60 ปีขึ้นไป,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,พี่น้อง/ลูกพี่ลูกน้อง,บุตร/หลาน
ภาคกลาง,ราชบุรี,เมืองราชบุรี,เกาะพลับพลา,หญิง,59.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,พี่น้อง/ลูกพี่ลูกน้อง,บุตร/หลาน
ภาคกลาง,ราชบุรี,โพธาราม,เขาชะงุ้ม,หญิง,17.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,พี่น้อง/ลูกพี่ลูกน้อง,บุตร/หลาน
ภาคกลาง,ราชบุรี,บางแพ,วังเย็น,หญิง,66.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,มารดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ราชบุรี,ปากท่อ,ดอนทราย,หญิง,18.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,พ่อเลี้ยง,พ่อเลี้ยง/แม่เลี้ยง
ภาคกลาง,ราชบุรี,จอมบึง,เบิกไพร,หญิง,29.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,แยกกันอยู่,ยังไม่ได้จดทะเบียนหย่า,ใช่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,น้า,ผู้ปกครอง/เครือญาติ
